'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:05.836',29.400,-8.300,-7.900,0.500,3.100,0.500
'0:05.837',29.900,-8.800,-8.300,0.400,2.900,0.500
'0:05.838',30.000,-9.400,-8.900,0.400,3.000,0.500
'0:05.839',29.800,-10.100,-9.400,0.300,3.200,0.500
'0:05.840',29.900,-10.800,-9.500,0.000,3.200,0.500
'0:05.841',30.600,-11.300,-9.500,-0.600,2.700,0.500
'0:05.842',31.800,-11.800,-9.600,-1.300,1.800,0.500
'0:05.843',33.301,-12.300,-10.300,-2.000,1.000,0.500
'0:05.844',34.501,-12.800,-11.400,-2.400,0.700,0.500
'0:05.845',35.501,-13.100,-12.500,-2.300,1.100,0.500
'0:05.846',36.101,-13.200,-13.100,-1.700,2.000,0.500
'0:05.847',36.401,-13.100,-13.100,-1.000,2.900,0.500
'0:05.848',36.301,-13.100,-12.700,-0.500,3.100,0.500
'0:05.849',35.701,-13.600,-12.400,-0.200,2.700,0.500
'0:05.850',34.601,-14.700,-12.800,-0.300,1.900,0.500
'0:05.851',33.701,-16.300,-13.600,-0.400,1.400,0.500
'0:05.852',34.001,-17.700,-14.400,-0.200,1.800,0.500
'0:05.853',35.901,-18.300,-14.700,0.300,3.100,0.500
'0:05.854',39.001,-18.000,-14.100,1.000,4.900,0.500
'0:05.855',41.801,-17.000,-13.000,1.600,6.500,0.500
'0:05.856',42.901,-16.100,-11.900,2.000,7.500,0.500
'0:05.857',41.501,-15.800,-11.500,2.000,7.900,0.500
'0:05.858',38.301,-16.400,-12.000,1.800,7.900,0.500
'0:05.859',35.001,-17.500,-13.200,1.500,7.800,0.500
'0:05.860',33.401,-18.500,-14.300,1.300,7.800,0.500
'0:05.861',34.201,-18.700,-14.900,1.300,8.000,0.500
'0:05.862',36.601,-18.100,-14.700,1.500,8.400,0.500
'0:05.863',38.801,-17.000,-13.700,1.800,9.000,0.500
'0:05.864',39.401,-15.800,-12.500,2.400,9.700,0.500
'0:05.865',38.101,-15.000,-11.500,3.100,10.500,0.500
'0:05.866',35.901,-14.700,-11.000,3.800,11.200,0.500
'0:05.867',34.301,-14.700,-11.000,4.500,11.600,0.500
'0:05.868',34.501,-14.700,-11.100,5.000,11.600,0.500
'0:05.869',36.601,-14.400,-11.000,5.100,11.200,0.500
'0:05.870',39.501,-14.000,-10.800,5.000,10.400,0.500
'0:05.871',41.601,-13.700,-10.500,4.600,9.700,0.500
'0:05.872',41.901,-13.700,-10.700,4.000,9.100,0.500
'0:05.873',40.101,-14.300,-11.600,3.200,8.700,0.500
'0:05.874',37.101,-15.400,-13.000,2.400,8.500,0.500
'0:05.875',34.101,-16.600,-14.500,1.600,8.200,0.500
'0:05.876',32.100,-17.700,-15.400,1.100,7.800,0.500
'0:05.877',31.700,-18.400,-15.300,0.900,7.200,0.500
'0:05.878',32.700,-18.400,-14.500,1.100,6.600,0.500
'0:05.879',34.301,-18.000,-13.200,1.400,6.200,0.500
'0:05.880',36.001,-17.400,-12.300,1.800,6.100,0.500
'0:05.881',37.401,-17.100,-11.900,2.100,6.300,0.500
'0:05.882',38.401,-17.200,-12.100,2.200,6.500,0.500
'0:05.883',39.001,-17.700,-12.600,2.400,6.700,0.500
'0:05.884',39.201,-18.300,-12.800,2.600,6.600,0.500
'0:05.885',39.101,-18.500,-12.700,2.800,6.500,0.500
'0:05.886',38.601,-18.200,-12.200,2.900,6.300,0.500
'0:05.887',37.901,-17.400,-11.500,2.800,6.400,0.500
'0:05.888',37.201,-16.300,-10.800,2.500,6.700,0.500
'0:05.889',36.601,-15.500,-10.200,2.300,7.100,0.500
'0:05.890',36.001,-15.100,-9.700,2.300,7.400,0.500
'0:05.891',35.501,-15.100,-9.300,2.600,7.500,0.500
'0:05.892',35.201,-15.500,-9.100,3.000,7.400,0.500
'0:05.893',35.101,-15.700,-9.000,3.400,7.200,0.500
'0:05.894',35.601,-15.700,-9.100,3.700,6.900,0.500
'0:05.895',36.501,-15.100,-9.100,3.900,6.900,0.500
'0:05.896',37.401,-14.300,-8.800,4.200,7.000,0.500
'0:05.897',37.801,-13.300,-8.400,4.600,7.200,0.500
'0:05.898',37.201,-12.500,-7.900,5.300,7.400,0.500
'0:05.899',35.501,-11.800,-7.500,6.000,7.700,0.500
'0:05.900',33.301,-11.300,-7.200,6.500,8.100,0.500
'0:05.901',31.500,-10.900,-6.900,6.900,8.400,0.500
'0:05.902',30.900,-10.400,-6.400,7.100,8.500,0.500
'0:05.903',31.400,-9.900,-5.800,7.100,8.200,0.500
'0:05.904',32.700,-9.500,-5.300,7.000,7.500,0.500
'0:05.905',33.801,-9.300,-5.100,6.700,6.400,0.500
'0:05.906',34.101,-9.200,-5.500,6.400,5.400,0.500
'0:05.907',33.501,-9.100,-6.200,6.000,4.900,0.500
'0:05.908',32.600,-8.600,-6.800,5.900,5.100,0.500
'0:05.909',32.200,-7.500,-6.900,6.000,5.500,0.500
'0:05.910',32.700,-6.100,-6.300,6.200,5.800,0.500
'0:05.911',33.901,-4.800,-5.400,6.300,5.700,0.500
'0:05.912',35.301,-3.800,-4.700,6.200,5.100,0.500
'0:05.913',36.101,-3.500,-4.700,5.800,4.300,0.500
'0:05.914',35.901,-3.700,-5.200,5.300,3.800,0.500
'0:05.915',34.701,-3.800,-6.000,5.200,3.600,0.500
'0:05.916',33.101,-3.700,-6.600,5.500,3.700,0.500
'0:05.917',31.900,-3.200,-7.100,6.100,3.700,0.500
'0:05.918',31.300,-2.500,-7.400,6.800,3.500,0.500
'0:05.919',31.400,-1.800,-7.900,7.200,3.000,0.500
'0:05.920',31.900,-1.300,-8.400,6.900,2.500,0.500
'0:05.921',32.400,-1.000,-8.600,6.100,2.300,0.500
'0:05.922',32.700,-0.600,-8.500,5.100,2.500,0.500
'0:05.923',32.801,-0.200,-7.800,4.300,2.900,0.500
'0:05.924',32.700,0.300,-6.900,3.900,3.100,0.500
'0:05.925',32.600,0.700,-6.000,4.100,2.900,0.500
'0:05.926',32.500,1.000,-5.400,4.700,2.400,0.500
'0:05.927',32.500,1.300,-5.100,5.300,1.700,0.500
'0:05.928',32.700,1.600,-5.000,5.500,1.100,0.500
'0:05.929',32.901,2.100,-5.000,5.000,0.800,0.500
'0:05.930',33.201,2.300,-5.200,4.000,0.800,0.500
'0:05.931',33.401,2.200,-5.500,2.700,1.100,0.500
'0:05.932',33.801,1.700,-5.800,1.800,1.500,0.500
'0:05.933',34.401,1.100,-5.900,1.600,1.900,0.500
'0:05.934',35.601,0.700,-5.500,1.900,2.000,0.500
'0:05.935',37.101,0.800,-4.300,2.600,1.800,0.500
'0:05.936',38.501,1.600,-2.400,3.100,1.200,0.500
'0:05.937',39.101,2.500,-0.400,3.400,0.500,0.500
'0:05.938',38.501,3.300,1.200,3.500,0.000,0.500
'0:05.939',36.901,3.700,2.100,3.400,-0.300,0.500
'0:05.940',35.301,3.600,2.100,3.400,-0.200,0.500
'0:05.941',34.801,3.300,1.700,3.400,-0.100,0.500
'0:05.942',35.701,3.000,1.000,3.300,0.000,0.500
'0:05.943',37.201,2.900,0.400,3.200,-0.100,0.500
'0:05.944',38.201,3.000,0.100,3.100,-0.200,0.500
'0:05.945',37.401,3.300,-0.100,3.200,-0.200,0.500
'0:05.946',34.901,3.700,-0.300,3.500,-0.200,0.500
'0:05.947',31.700,4.000,-0.600,3.900,-0.300,0.500
'0:05.948',29.500,4.200,-1.300,4.000,-0.500,0.500
'0:05.949',29.200,4.200,-2.000,3.500,-0.600,0.500
'0:05.950',30.400,4.000,-2.500,2.600,-0.600,0.500
'0:05.951',31.700,4.000,-2.200,1.600,-0.200,0.500
'0:05.952',31.600,4.200,-1.100,0.900,0.300,0.500
'0:05.953',29.800,4.800,0.700,1.000,0.900,0.500
'0:05.954',27.200,5.800,2.600,1.800,1.200,0.500
'0:05.955',25.700,7.000,4.200,3.000,1.200,0.500
'0:05.956',26.500,8.200,5.100,4.100,1.200,0.500
'0:05.957',29.300,9.200,5.400,5.000,1.300,0.500
'0:05.958',32.700,10.100,5.400,5.400,1.500,0.500
'0:05.959',34.901,10.800,5.300,5.500,1.500,0.500
'0:05.960',34.601,11.100,5.300,5.300,1.200,0.500
'0:05.961',32.300,10.900,5.000,4.700,0.500,0.500
'0:05.962',29.200,10.000,4.400,3.800,-0.400,0.500
'0:05.963',27.100,8.700,3.300,2.600,-1.100,0.500
'0:05.964',26.900,7.100,2.200,1.400,-1.400,0.500
'0:05.965',28.400,5.800,1.200,0.300,-1.600,0.500
'0:05.966',30.600,4.900,0.300,-0.500,-1.800,0.500
'0:05.967',32.400,4.400,-0.600,-1.100,-2.300,0.500
'0:05.968',33.101,4.200,-1.700,-1.300,-3.100,0.500
'0:05.969',32.600,3.900,-2.900,-1.300,-3.800,0.500
'0:05.970',31.500,3.600,-4.000,-1.100,-4.200,0.500
'0:05.971',30.400,3.200,-4.500,-0.700,-4.200,0.500
'0:05.972',29.900,2.900,-4.300,-0.300,-4.000,0.500
'0:05.973',30.000,2.700,-3.500,0.000,-3.900,0.500
'0:05.974',30.600,2.700,-2.700,0.000,-4.300,0.500
'0:05.975',31.200,2.800,-2.400,-0.200,-4.900,0.500
'0:05.976',31.800,3.000,-2.600,-0.600,-5.400,0.500
'0:05.977',32.400,3.300,-3.200,-0.900,-5.500,0.500
'0:05.978',33.301,3.800,-3.900,-0.900,-5.200,0.500
'0:05.979',34.601,4.200,-4.300,-0.600,-4.700,0.500
'0:05.980',36.001,4.600,-4.600,-0.400,-4.500,0.500
'0:05.981',37.001,4.800,-4.900,-0.500,-5.000,0.500
'0:05.982',37.001,4.600,-5.400,-1.300,-6.200,0.500
'0:05.983',35.601,4.100,-6.000,-2.400,-7.600,0.500
'0:05.984',33.301,3.400,-6.500,-3.400,-8.600,0.500
'0:05.985',30.900,2.800,-6.800,-3.700,-8.700,0.500
'0:05.986',29.200,2.400,-6.600,-3.100,-7.600,0.500
'0:05.987',28.600,2.600,-6.000,-1.800,-5.700,0.500
'0:05.988',29.000,3.200,-5.300,-0.400,-3.700,0.500
'0:05.989',29.500,4.300,-4.600,0.700,-2.400,0.500
'0:05.990',29.300,5.400,-4.200,1.000,-2.200,0.500
'0:05.991',28.100,6.100,-4.100,0.700,-3.100,0.500
'0:05.992',26.200,6.100,-4.600,0.200,-4.600,0.500
'0:05.993',24.400,5.400,-5.400,-0.300,-5.900,0.500
'0:05.994',23.900,4.200,-6.400,-0.500,-6.700,0.500
'0:05.995',24.800,3.200,-7.100,-0.400,-6.900,0.500
'0:05.996',26.900,2.600,-7.100,-0.400,-6.700,0.500
'0:05.997',29.300,2.700,-6.300,-0.700,-6.500,0.500
'0:05.998',31.300,3.300,-5.000,-1.400,-6.500,0.500
'0:05.999',32.100,3.900,-3.900,-2.300,-6.700,0.500
'0:06.000',32.000,4.300,-3.400,-3.000,-6.700,0.500
'0:06.001',31.100,4.200,-3.700,-3.400,-6.300,0.500
'0:06.002',30.100,3.700,-4.400,-3.400,-5.700,0.500
'0:06.003',29.200,3.100,-5.100,-3.000,-5.000,0.500
'0:06.004',29.000,2.600,-5.300,-2.600,-4.600,0.500
'0:06.005',29.700,2.300,-5.100,-2.400,-4.600,0.500
'0:06.006',31.300,2.400,-4.600,-2.600,-5.000,0.500
'0:06.007',33.501,2.600,-4.400,-3.200,-5.400,0.500
'0:06.008',35.501,2.600,-4.600,-3.900,-5.700,0.500
'0:06.009',36.401,2.400,-5.200,-4.700,-5.800,0.500
'0:06.010',35.701,1.800,-5.800,-5.200,-5.900,0.500
'0:06.011',33.601,1.000,-6.000,-5.400,-6.100,0.500
'0:06.012',31.200,0.500,-5.800,-5.100,-6.500,0.500
'0:06.013',29.700,0.400,-5.000,-4.600,-6.900,0.500
'0:06.014',29.700,0.900,-4.000,-4.200,-7.000,0.500
'0:06.015',30.700,1.900,-3.000,-4.000,-6.700,0.500
'0:06.016',31.500,2.900,-2.300,-4.000,-6.100,0.500
'0:06.017',31.200,3.700,-1.900,-4.100,-5.500,0.500
'0:06.018',29.800,3.800,-1.800,-4.100,-5.200,0.500
'0:06.019',28.200,3.500,-1.900,-3.900,-5.300,0.500
'0:06.020',27.400,3.000,-2.200,-3.600,-5.800,0.500
'0:06.021',27.700,2.600,-2.700,-3.200,-6.200,0.500
'0:06.022',28.600,2.600,-3.100,-2.900,-6.400,0.500
'0:06.023',29.000,2.800,-3.500,-2.800,-6.300,0.500
'0:06.024',28.300,3.200,-3.700,-2.900,-6.000,0.500
'0:06.025',27.100,3.400,-3.600,-3.300,-5.800,0.500
'0:06.026',26.600,3.300,-3.300,-4.100,-6.000,0.500
'0:06.027',28.100,3.200,-2.900,-5.200,-6.300,0.500
'0:06.028',31.300,3.000,-2.400,-6.300,-6.500,0.500
'0:06.029',34.901,2.900,-1.800,-7.100,-6.300,0.500
'0:06.030',37.101,2.900,-1.300,-7.300,-5.700,0.500
'0:06.031',36.601,3.000,-0.700,-6.800,-5.100,0.500
'0:06.032',34.001,3.000,-0.400,-5.900,-4.600,0.500
'0:06.033',31.000,2.900,-0.200,-5.000,-4.800,0.500
'0:06.034',29.200,2.600,-0.500,-4.300,-5.400,0.500
'0:06.035',29.700,2.500,-1.200,-4.000,-6.200,0.500
'0:06.036',31.700,2.600,-2.200,-3.900,-6.600,0.500
'0:06.037',33.701,2.900,-3.400,-3.700,-6.300,0.500
'0:06.038',34.401,3.300,-4.500,-3.500,-5.400,0.500
'0:06.039',33.401,3.500,-5.400,-3.400,-4.400,0.500
'0:06.040',31.400,3.400,-6.000,-3.600,-3.700,0.500
'0:06.041',29.800,3.000,-6.100,-4.300,-3.700,0.500
'0:06.042',29.600,2.600,-5.700,-5.000,-4.000,0.500
'0:06.043',31.000,2.700,-4.600,-5.200,-4.200,0.500
'0:06.044',33.401,3.600,-2.800,-4.500,-3.800,0.500
'0:06.045',35.801,5.200,-0.500,-2.700,-2.600,0.500
'0:06.046',37.501,7.300,1.800,-0.600,-1.000,0.500
'0:06.047',38.301,9.200,3.500,1.300,0.200,0.500
'0:06.048',38.401,10.500,4.200,2.100,0.400,0.500
'0:06.049',38.101,11.000,3.800,1.700,-0.500,0.500
'0:06.050',37.401,10.900,2.900,0.400,-1.800,0.500
'0:06.051',36.301,10.500,1.800,-1.100,-2.800,0.500
'0:06.052',34.601,10.200,1.100,-2.100,-3.000,0.500
'0:06.053',32.700,10.100,1.000,-2.400,-2.300,0.500
'0:06.054',31.300,10.200,1.100,-2.100,-1.400,0.500
'0:06.055',31.500,10.000,1.100,-1.600,-1.200,0.500
'0:06.056',33.301,9.300,0.600,-1.300,-2.200,0.500
'0:06.057',36.201,7.900,-0.400,-1.600,-4.400,0.500
'0:06.058',38.701,6.000,-1.500,-2.200,-6.900,0.500
'0:06.059',39.301,4.100,-2.400,-3.100,-8.900,0.500
'0:06.060',37.401,2.600,-2.700,-3.800,-9.700,0.500
'0:06.061',34.201,2.100,-2.300,-3.900,-9.400,0.500
'0:06.062',31.300,2.700,-1.700,-3.300,-8.400,0.500
'0:06.063',30.600,4.100,-1.300,-2.200,-7.400,0.500
'0:06.064',32.500,5.700,-1.100,-0.900,-6.900,0.500
'0:06.065',35.901,6.900,-1.200,-0.100,-7.200,0.500
'0:06.066',38.901,7.400,-1.300,-0.100,-7.900,0.500
'0:06.067',40.001,7.100,-1.000,-1.000,-8.700,0.500
'0:06.068',38.801,6.200,-0.300,-2.500,-9.300,0.500
'0:06.069',36.501,5.200,0.600,-4.000,-9.500,0.500
'0:06.070',34.901,4.400,1.100,-5.200,-9.300,0.500
'0:06.071',34.901,3.900,1.100,-5.900,-8.700,0.500
'0:06.072',36.501,3.700,0.500,-6.100,-7.900,0.500
'0:06.073',38.301,3.600,-0.200,-5.800,-7.000,0.500
'0:06.074',39.301,3.400,-0.600,-5.400,-6.000,0.500
'0:06.075',38.901,3.300,-0.400,-4.700,-5.100,0.500
'0:06.076',37.601,3.200,0.300,-4.000,-4.400,0.500
'0:06.077',36.401,3.400,0.900,-3.200,-4.200,0.500
'0:06.078',36.201,3.700,1.000,-2.700,-4.500,0.500
'0:06.079',37.101,4.100,0.100,-2.500,-5.200,0.500
'0:06.080',38.401,4.300,-1.500,-2.800,-6.100,0.500
'0:06.081',39.201,4.300,-3.300,-3.500,-7.000,0.500
'0:06.082',39.001,4.000,-4.600,-4.200,-7.700,0.500
'0:06.083',37.801,3.600,-5.100,-4.600,-8.100,0.500
'0:06.084',36.301,3.200,-4.600,-4.500,-8.100,0.500
'0:06.085',35.201,2.900,-3.600,-4.100,-8.000,0.500
'0:06.086',35.101,2.800,-2.600,-3.600,-7.900,0.500
'0:06.087',35.801,2.800,-1.800,-3.300,-8.000,0.500
'0:06.088',37.001,2.600,-1.600,-3.500,-8.400,0.500
'0:06.089',38.001,2.400,-1.900,-3.900,-8.900,0.500
'0:06.090',38.501,2.100,-2.400,-4.500,-9.100,0.500
'0:06.091',38.301,2.100,-3.000,-4.800,-8.900,0.500
'0:06.092',37.901,2.400,-3.300,-4.900,-8.500,0.500
'0:06.093',37.201,2.900,-3.300,-4.800,-8.000,0.500
'0:06.094',36.501,3.500,-3.100,-4.700,-7.700,0.500
'0:06.095',35.801,3.800,-2.800,-4.700,-7.500,0.500
'0:06.096',35.401,3.800,-2.600,-4.800,-7.300,0.500
'0:06.097',35.601,3.500,-2.600,-4.900,-6.900,0.500
'0:06.098',36.901,3.200,-2.800,-5.000,-6.100,0.500
'0:06.099',38.801,3.200,-3.200,-5.000,-5.300,0.500
'0:06.100',40.601,3.300,-3.600,-5.000,-4.600,0.500
'0:06.101',41.301,3.400,-4.000,-5.300,-4.500,0.500
'0:06.102',40.401,3.500,-4.000,-5.800,-4.800,0.500
'0:06.103',38.401,3.600,-3.800,-6.100,-5.300,0.500
'0:06.104',36.901,3.700,-3.400,-6.100,-5.700,0.500
'0:06.105',37.101,4.000,-2.900,-5.700,-5.700,0.500
'0:06.106',39.501,4.500,-2.500,-5.000,-5.300,0.500
'0:06.107',42.801,5.100,-2.600,-4.100,-4.800,0.500
'0:06.108',45.301,5.400,-3.200,-3.400,-4.500,0.500
'0:06.109',45.401,5.300,-4.000,-3.000,-4.400,0.500
'0:06.110',43.201,5.000,-4.800,-2.600,-4.300,0.500
'0:06.111',40.301,4.900,-5.100,-2.100,-4.100,0.500
'0:06.112',38.601,5.000,-4.700,-1.300,-3.700,0.500
'0:06.113',39.401,5.500,-3.900,-0.500,-3.200,0.500
'0:06.114',42.401,5.900,-3.000,0.100,-3.100,0.500
'0:06.115',45.901,5.900,-2.500,0.200,-3.500,0.500
'0:06.116',48.101,5.300,-2.600,-0.200,-4.600,0.500
'0:06.117',48.001,4.100,-3.200,-0.900,-6.000,0.500
'0:06.118',45.901,2.800,-3.900,-1.500,-7.000,0.500
'0:06.119',43.401,1.900,-4.300,-1.600,-7.400,0.500
'0:06.120',41.701,1.700,-4.200,-1.100,-7.000,0.500
'0:06.121',41.701,2.100,-3.800,-0.400,-6.000,0.500
'0:06.122',42.901,3.000,-3.300,0.300,-5.000,0.500
'0:06.123',44.601,3.900,-3.100,0.600,-4.400,0.500
'0:06.124',45.801,4.500,-3.300,0.600,-4.300,0.500
'0:06.125',46.201,4.800,-3.900,0.300,-4.600,0.500
'0:06.126',45.801,4.800,-4.400,0.000,-4.900,0.500
'0:06.127',45.101,4.700,-4.500,-0.300,-5.100,0.500
'0:06.128',44.201,4.800,-4.300,-0.500,-5.000,0.500
'0:06.129',43.301,5.200,-3.700,-0.700,-4.800,0.500
'0:06.130',42.301,5.500,-2.900,-0.900,-4.800,0.500
'0:06.131',41.301,5.800,-2.300,-0.800,-5.100,0.500
'0:06.132',40.401,5.700,-1.800,-0.500,-5.400,0.500
'0:06.133',39.801,5.300,-1.300,0.400,-5.700,0.500
'0:06.134',39.501,4.900,-0.500,1.600,-5.600,0.500
'0:06.135',39.401,5.000,0.600,3.100,-5.200,0.500
'0:06.136',39.501,5.900,1.900,4.400,-4.700,0.500
'0:06.137',39.601,7.500,3.000,5.300,-4.400,0.500
'0:06.138',39.701,9.400,3.300,5.600,-4.300,0.500
'0:06.139',40.001,11.000,2.700,5.300,-4.300,0.500
'0:06.140',40.301,11.800,1.500,4.600,-4.200,0.500
'0:06.141',40.501,11.900,0.200,3.700,-3.600,0.500
'0:06.142',40.201,11.600,-0.400,2.900,-2.500,0.500
'0:06.143',39.301,11.300,-0.100,2.300,-1.500,0.500
'0:06.144',38.301,11.400,0.800,2.000,-0.800,0.500
'0:06.145',37.701,11.700,1.600,1.900,-0.900,0.500
'0:06.146',37.701,11.700,1.400,1.800,-2.000,0.500
'0:06.147',37.801,11.000,-0.100,1.500,-3.800,0.500
'0:06.148',36.901,9.400,-2.500,0.900,-5.600,0.500
'0:06.149',34.601,7.400,-5.000,0.200,-6.900,0.500
'0:06.150',31.200,5.600,-6.500,-0.500,-7.400,0.500
'0:06.151',28.000,4.600,-7.000,-1.100,-7.300,0.500
'0:06.152',26.400,4.500,-6.600,-1.400,-7.000,0.500
'0:06.153',27.000,4.800,-6.100,-1.600,-6.900,0.500
'0:06.154',28.900,4.900,-6.100,-1.700,-7.400,0.500
'0:06.155',30.300,4.400,-6.900,-1.900,-8.200,0.500
'0:06.156',29.900,3.200,-8.100,-2.400,-8.700,0.500
'0:06.157',28.000,1.700,-9.400,-2.900,-8.600,0.500
'0:06.158',25.900,0.300,-10.200,-3.600,-7.900,0.500
'0:06.159',25.600,-0.700,-10.500,-4.400,-6.900,0.500
'0:06.160',27.500,-1.200,-10.300,-5.200,-6.200,0.500
'0:06.161',30.800,-1.500,-9.900,-5.800,-6.200,0.500
'0:06.162',33.501,-1.700,-9.200,-6.300,-7.000,0.500
'0:06.163',34.301,-2.000,-8.500,-6.500,-8.000,0.500
'0:06.164',33.401,-2.300,-7.900,-6.400,-8.800,0.500
'0:06.165',32.100,-2.700,-7.500,-6.200,-9.100,0.500
'0:06.166',31.900,-3.200,-7.500,-6.100,-8.900,0.500
'0:06.167',33.101,-3.700,-8.200,-6.300,-8.400,0.500
'0:06.168',34.501,-4.400,-9.300,-6.700,-8.100,0.500
'0:06.169',34.601,-5.100,-10.500,-7.400,-7.900,0.500
'0:06.170',32.500,-5.700,-11.400,-8.200,-7.700,0.500
'0:06.171',29.000,-5.900,-11.700,-9.000,-7.400,0.500
'0:06.172',26.100,-5.900,-11.500,-9.500,-6.900,0.500
'0:06.173',25.300,-5.800,-11.100,-9.700,-6.500,0.500
'0:06.174',26.900,-5.600,-10.700,-9.500,-6.200,0.500
'0:06.175',29.600,-5.400,-10.700,-8.900,-6.100,0.500
'0:06.176',31.800,-5.200,-11.000,-8.100,-6.200,0.500
'0:06.177',32.300,-5.000,-11.600,-7.300,-6.200,0.500
'0:06.178',31.400,-4.600,-12.000,-6.800,-6.100,0.500
'0:06.179',30.600,-4.200,-12.300,-6.600,-6.000,0.500
'0:06.180',31.000,-3.700,-12.400,-6.900,-6.100,0.500
'0:06.181',33.001,-3.400,-12.600,-7.400,-6.400,0.500
'0:06.182',35.701,-3.100,-13.000,-7.800,-6.900,0.500
'0:06.183',37.801,-2.900,-13.700,-8.000,-7.400,0.500
'0:06.184',38.101,-2.700,-14.500,-7.800,-7.900,0.500
'0:06.185',36.401,-2.500,-15.100,-7.600,-8.200,0.500
'0:06.186',33.601,-2.300,-15.100,-7.500,-8.400,0.500
'0:06.187',30.600,-2.100,-14.600,-7.700,-8.400,0.500
'0:06.188',28.500,-2.000,-13.800,-8.200,-8.500,0.500
'0:06.189',27.800,-2.100,-13.000,-8.700,-8.600,0.500
'0:06.190',28.400,-2.300,-12.600,-9.100,-8.700,0.500
'0:06.191',30.000,-2.600,-12.600,-9.100,-8.900,0.500
'0:06.192',31.800,-2.900,-12.800,-9.100,-9.100,0.500
'0:06.193',33.201,-3.100,-12.800,-9.100,-9.400,0.500
'0:06.194',33.501,-3.100,-12.200,-9.200,-9.500,0.500
'0:06.195',32.901,-2.900,-11.000,-9.400,-9.300,0.500
'0:06.196',31.300,-2.500,-9.500,-9.400,-8.700,0.500
'0:06.197',29.400,-1.900,-8.100,-9.000,-7.700,0.500
'0:06.198',27.700,-1.400,-6.900,-8.400,-6.500,0.500
'0:06.199',26.600,-0.900,-6.100,-7.600,-5.500,0.500
'0:06.200',26.400,-0.500,-5.400,-6.700,-4.900,0.500
'0:06.201',27.300,-0.300,-4.900,-5.800,-4.600,0.500
'0:06.202',29.500,-0.200,-4.400,-4.900,-4.700,0.500
'0:06.203',32.801,0.000,-4.200,-4.100,-4.900,0.500
'0:06.204',36.601,0.200,-4.300,-3.400,-5.300,0.500
'0:06.205',39.801,0.600,-4.700,-3.100,-5.700,0.500
'0:06.206',41.201,1.100,-5.300,-3.100,-6.100,0.500
'0:06.207',40.101,1.400,-6.000,-3.500,-6.400,0.500
'0:06.208',36.801,1.500,-6.400,-4.000,-6.500,0.500
'0:06.209',32.500,1.600,-6.600,-4.300,-6.300,0.500
'0:06.210',29.200,1.700,-6.500,-4.500,-5.900,0.500
'0:06.211',28.000,2.000,-6.200,-4.600,-5.600,0.500
'0:06.212',29.100,2.600,-5.600,-4.700,-5.400,0.500
'0:06.213',31.400,3.400,-5.100,-5.100,-5.400,0.500
'0:06.214',33.601,3.900,-4.900,-5.500,-5.500,0.500
'0:06.215',34.601,4.000,-5.000,-5.900,-5.700,0.500
'0:06.216',34.301,3.700,-5.500,-6.100,-5.900,0.500
'0:06.217',33.501,3.300,-6.100,-6.100,-6.000,0.500
'0:06.218',33.001,2.900,-6.500,-6.000,-6.100,0.500
'0:06.219',33.201,3.000,-6.300,-6.000,-6.200,0.500
'0:06.220',33.601,3.300,-5.800,-6.100,-6.100,0.500
'0:06.221',33.501,3.500,-5.100,-6.100,-5.900,0.500
'0:06.222',32.500,3.500,-4.900,-5.900,-5.500,0.500
'0:06.223',31.300,3.000,-5.400,-5.400,-5.200,0.500
'0:06.224',30.600,2.400,-6.800,-4.600,-5.200,0.500
'0:06.225',31.100,1.900,-8.600,-3.600,-5.500,0.500
'0:06.226',32.600,1.900,-10.300,-2.700,-6.100,0.500
'0:06.227',34.101,2.500,-11.400,-2.200,-6.700,0.500
'0:06.228',34.501,3.400,-12.100,-2.400,-7.100,0.500
'0:06.229',33.101,4.100,-12.500,-3.200,-7.200,0.500
'0:06.230',30.800,4.300,-12.900,-4.200,-6.900,0.500
'0:06.231',28.800,4.000,-13.500,-5.000,-6.500,0.500
'0:06.232',28.500,3.500,-13.900,-5.400,-6.000,0.500
'0:06.233',30.200,3.200,-13.900,-5.100,-5.700,0.500
'0:06.234',33.101,3.500,-13.100,-4.600,-5.400,0.500
'0:06.235',35.601,4.300,-11.800,-4.100,-5.100,0.500
'0:06.236',36.301,5.400,-10.500,-3.900,-4.900,0.500
'0:06.237',34.701,6.200,-9.500,-4.000,-4.600,0.500
'0:06.238',31.600,6.600,-9.100,-4.300,-4.300,0.500
'0:06.239',28.300,6.300,-9.300,-4.400,-4.000,0.500
'0:06.240',26.400,5.700,-9.700,-4.300,-4.000,0.500
'0:06.241',26.600,5.100,-10.000,-4.100,-4.300,0.500
'0:06.242',28.400,4.700,-10.100,-4.100,-5.000,0.500
'0:06.243',30.200,4.600,-9.900,-4.500,-6.000,0.500
'0:06.244',30.900,4.600,-9.700,-5.200,-7.000,0.500
'0:06.245',29.800,4.500,-9.300,-5.900,-7.600,0.500
'0:06.246',27.500,4.100,-8.900,-6.200,-7.500,0.500
'0:06.247',25.600,3.500,-8.300,-5.800,-6.800,0.500
'0:06.248',25.700,2.800,-7.600,-4.900,-5.600,0.500
'0:06.249',28.300,2.300,-6.900,-3.600,-4.200,0.500
'0:06.250',33.001,2.400,-6.100,-2.400,-2.700,0.500
